N,P,K,temperature,ph,label,rainfall,humidity
29,63,17,30.02629908,7.26154329,blackgram,66.47264636,67.88811637
59,63,18,31.65531175,6.52669158,blackgram,66.69096751,60.13263713
29,70,15,30.33499674,6.872594461,blackgram,74.16699119,63.54718862
58,73,16,33.36984395,6.874142175,blackgram,64.89517488,65.67718163
55,77,22,31.4345059,7.76061831,blackgram,64.77651469,62.99303471
42,79,23,27.71678273,6.781841984,blackgram,68.56507978,63.29103387
44,77,21,32.63918668,7.326980454,blackgram,61.83876146,61.3009051
38,62,25,32.7477393,7.453975408,blackgram,63.37784443,67.77954584
32,76,15,28.05153602,7.604110177,lentil,43.35795377,63.49802189
13,61,22,19.44084326,7.728832424,lentil,46.83130119,63.27771461
38,60,20,29.84823072,7.491217102,lentil,46.80452595,60.63872613
11,74,17,21.36383757,6.633864582,lentil,46.6352865,69.92375891
37,71,16,26.28663931,7.324863481,lentil,46.13833007,68.51966729
29,71,18,22.17499963,6.410441476,lentil,53.46622584,62.13873825
2,72,18,26.57597546,7.836719564,lentil,50.89110726,60.97876599
6,59,21,26.58972517,6.139215944,lentil,50.90994463,66.14007674
13,64,20,19.1345771,6.590571088,lentil,36.46946971,62.57526895
8,58,17,28.75273118,7.286049978,lentil,35.15426171,69.15640149
6,77,20,25.78746268,6.058306161,lentil,49.14337177,60.2816298
2,75,22,23.89271875,6.658605362,lentil,52.55730112,61.78779413
3,69,23,28.67408774,7.299360767,lentil,42.96018627,63.18832976
27,80,24,28.42062847,7.815210661,lentil,49.02366803,61.77336343
39,78,15,21.35499456,5.925391795,lentil,41.78219834,62.60136323
40,79,17,21.12695586,6.403683619,lentil,38.71834464,63.18738532
37,62,22,24.02037872,7.397546271,lentil,49.78102578,61.62313345
31,60,24,25.40474421,7.722335992,lentil,51.92057267,65.8567539
22,67,22,29.03017561,7.475926645,lentil,54.9393771,64.49166566
3,78,18,20.21368219,6.887130053,lentil,50.89732989,68.65257685
4,80,16,29.19585548,7.441976825,lentil,44.93261911,68.01965728
13,61,24,18.29783597,7.629910253,lentil,49.39111479,69.6897615
12,66,20,27.41434987,7.336117221,lentil,44.43177543,63.41785982
4,61,21,24.84063998,6.75020529,lentil,48.77790371,60.09116626
9,60,21,29.94413861,7.52178027,lentil,40.37113729,67.31323084
18,66,22,25.87990287,6.347379185,lentil,47.89645224,67.55109024
32,56,18,20.0467711,7.135251532,lentil,46.05333124,65.84395319
6,72,15,22.99451999,7.670178119,lentil,54.49044154,66.70897237
15,77,20,25.13163619,7.399749291,lentil,49.04015558,66.92642362
0,65,24,28.49584395,7.841496029,lentil,53.14531023,62.44616219
30,79,22,18.28766124,6.254216611,lentil,48.60449438,69.48515056
3,63,16,24.38041875,6.868881708,lentil,53.13946695,61.18458224
2,78,23,21.31852148,7.320514721,lentil,45.42616802,66.43934593
10,78,18,18.54141834,6.296976913,lentil,44.07819743,62.70637578
14,67,25,25.28710601,7.241151936,lentil,49.37369982,60.85993533
39,65,23,25.43459777,7.685959305,lentil,41.02682925,69.12613376
19,72,15,28.83600962,6.890760124,lentil,44.08562546,69.76112921
18,57,21,27.37659643,6.155915975,lentil,49.47371773,63.93927841
31,58,15,28.31886863,6.167855382,lentil,45.36521251,60.19461399
28,58,25,27.4818649,6.861640036,lentil,37.81123974,62.04814951
5,65,19,18.28072173,6.978361689,lentil,48.80253285,68.10365387
16,65,19,27.61204997,7.043160241,lentil,42.72374404,69.29786244
34,65,19,23.43974653,5.94239222,lentil,45.40277297,63.22011726
14,69,19,20.95628486,7.239455147,lentil,52.39881209,63.68128841
22,55,16,23.7937153,6.516317561,lentil,49.73922097,68.03209183
24,61,17,22.6371424,6.233269045,lentil,38.30411077,65.44544859
2,79,15,21.53577883,7.505283615,lentil,35.75107592,65.47227704
26,63,17,29.87854588,6.950300686,lentil,44.95654782,65.73085206
27,61,15,25.2653291,6.958054839,lentil,48.33941188,67.10004577
24,70,16,25.17885316,6.54803469,lentil,35.03484812,68.93307305
13,74,25,24.12192608,6.461618577,lentil,44.23629285,61.09533545
6,64,23,23.33565221,7.065264073,lentil,36.18678721,67.40460704
12,58,23,21.74600081,6.765091462,lentil,50.43306085,63.39503184
32,79,22,27.60195453,5.91645379,lentil,54.37814199,63.46170674
6,68,18,24.388717,6.711341147,lentil,47.26052494,62.50453062
10,79,20,24.98287462,6.379881442,lentil,38.21370568,66.895409
38,77,22,28.234829,6.313284268,lentil,35.36831423,69.3159965
17,74,17,26.03026959,7.393210848,lentil,37.11395801,69.55863145
26,68,24,28.04849594,7.504930973,lentil,37.15824966,64.07691942
23,75,17,24.87425505,7.198076286,lentil,48.28137482,64.00213929
32,78,22,23.97081395,7.007037515,lentil,53.40906048,62.35557553
19,79,19,20.06003985,6.677262562,lentil,42.89509057,67.76252583
22,60,18,19.59221047,6.74398035,lentil,41.7704893,61.28633405
28,69,16,29.77013109,6.547361618,lentil,35.69674138,66.29327012
1,67,21,27.52135365,6.551577598,lentil,48.06491307,60.53657684
12,67,23,25.62896213,6.585020303,lentil,45.49683991,63.14909763
36,67,20,20.39078312,6.924042372,lentil,53.31508572,60.47528931
28,70,21,25.39038396,7.437373666,lentil,39.18374505,60.4989659
12,71,19,24.91079638,7.142611056,lentil,42.19740397,60.71367427
22,68,16,27.70496805,7.74672376,lentil,37.46160727,63.20915034
26,66,22,18.06486101,6.300479414,lentil,51.54922825,65.1034354
16,65,16,18.13027797,6.078724107,lentil,50.6128521,62.45851612
14,59,22,23.82723528,6.76660668,lentil,46.90725077,67.89815262
33,59,19,23.19305333,7.641024177,lentil,49.55213308,62.74710773
21,63,17,25.08966129,6.559681838,lentil,41.45486619,68.17543102
0,69,21,25.86928193,7.072923306,lentil,36.68284038,61.88321072
10,75,17,18.43966037,7.732194788,lentil,39.00992137,68.05394959
30,61,18,27.14911056,6.157782589,lentil,52.50812701,67.02664337
0,74,17,23.33375853,7.240988401,lentil,47.01510708,64.50515776
35,74,22,26.7230014,6.898905799,lentil,42.87274897,62.96841833
7,63,24,19.55750776,6.818681086,lentil,53.04669416,64.45268309
9,56,17,26.13708256,6.261937875,lentil,46.48280681,66.7729209
14,74,15,27.99990346,6.493036868,lentil,49.94043064,65.57653373
14,76,20,29.05941162,7.042474679,lentil,36.5011366,62.10652364
36,65,16,25.71269843,7.692013657,lentil,50.17067771,64.1123333
28,67,21,21.79792649,6.250994223,lentil,46.62370222,63.73086065
28,79,16,24.70626432,6.052184881,lentil,53.12442925,60.26854183
40,61,22,20.94981756,7.002216044,lentil,44.23913012,65.8108757
10,70,19,24.84918386,7.272427638,lentil,41.61080544,68.98088448
12,80,19,21.91041045,5.962001484,lentil,36.10211371,65.21662467
37,77,20,25.93381964,7.080506001,lentil,51.02372773,68.70533022
0,67,22,29.82112112,6.593798387,lentil,51.56461082,69.4073209
7,73,25,27.52185591,7.28805662,lentil,45.20841071,63.13215259
10,56,18,27.99627907,7.32710972,lentil,46.10585191,68.6428593
39,70,15,20.76774783,6.366355781,lentil,47.9271552,63.90164154
26,56,22,23.05276444,7.011121216,lentil,52.60285259,60.424786
9,77,17,21.65845777,6.280725549,lentil,38.07659414,63.58337146
4,59,19,26.25070298,7.621494566,lentil,40.8106299,67.62779652
34,73,15,20.97195263,7.630424083,lentil,53.10207889,63.83179889
33,77,15,23.89736406,7.802212437,lentil,40.74536757,66.32102048
2,24,38,24.55981624,5.922935513,pomegranate,111.9684622,91.63536236
6,18,37,19.65690085,5.937649578,pomegranate,108.0458926,89.93701023
8,26,36,18.78359608,6.804781106,pomegranate,102.5184759,87.4024767
37,18,39,24.1469628,6.424670614,pomegranate,110.2316633,94.5110662
0,27,38,22.44581266,6.738016221,pomegranate,109.3905998,89.90147027
31,25,38,24.96273236,6.497366677,pomegranate,109.4169192,92.40501423
21,21,38,22.5526059,6.327673765,pomegranate,104.8955643,89.3259486
6,30,40,22.77035608,6.36137446,pomegranate,106.9659201,91.45498527
25,27,41,19.20090378,6.923509371,pomegranate,108.0423555,94.27659596
15,11,38,23.12808226,6.630646083,pomegranate,109.3930157,92.68328358
14,5,36,24.92639065,5.832525853,pomegranate,104.7693804,85.19098079
16,10,41,24.77464458,6.738993954,pomegranate,105.7595811,85.63608688
36,7,37,19.8671184,5.782435567,pomegranate,108.3168858,86.35590206
4,20,41,24.26601316,6.537042717,pomegranate,104.5375109,93.7974061
29,22,40,23.62600218,6.145104401,pomegranate,107.6836871,89.73266695
16,15,42,19.67832052,6.890784045,pomegranate,108.5468633,89.08935702
18,27,41,22.36509395,7.175344328,pomegranate,104.8216333,92.30882391
11,18,42,21.57936934,5.938528744,pomegranate,102.8593382,94.88267728
5,15,38,18.26233221,5.709380472,pomegranate,108.0756727,88.16779129
18,23,44,23.71028128,6.184400085,pomegranate,105.6499907,89.61794165
9,8,40,22.48720144,6.553509673,pomegranate,111.6631582,89.9224883
40,27,45,21.6602498,5.885638185,pomegranate,112.4349689,94.79397419
22,23,44,20.13037175,6.143874691,pomegranate,107.3416913,89.31505137
9,16,39,18.41164435,6.101198974,pomegranate,105.1834976,91.11927248
12,29,40,19.68291173,6.594037135,pomegranate,111.2818551,89.75272999
0,17,42,23.20242586,6.859840821,pomegranate,109.0946323,91.19442671
2,21,44,18.92157197,6.56893406,pomegranate,102.8013275,87.31290342
28,6,40,22.10621387,6.769855664,pomegranate,106.8704803,91.34039616
8,23,44,18.47412402,7.130837931,pomegranate,108.4758509,89.68919664
29,16,36,19.81069447,5.740338002,pomegranate,102.860084,88.92944254
17,18,43,24.4880844,5.843005428,pomegranate,103.1969341,90.83687246
34,21,42,18.75927679,6.648687274,pomegranate,111.0196744,89.93457597
21,23,42,19.54128063,6.902751061,pomegranate,104.3739878,90.29751796
25,17,40,18.91251245,6.608023872,pomegranate,111.2800516,87.74938524
8,25,36,19.91330523,6.828522375,pomegranate,104.0277061,94.95031368
26,18,42,19.72620525,6.910374919,pomegranate,108.2287276,89.64934166
4,19,42,23.83185873,6.306605528,pomegranate,111.2232716,87.84034604
36,24,41,24.94467632,7.009180374,pomegranate,103.8799347,94.25702672
5,24,40,24.692258,6.297907579,pomegranate,104.6735454,93.87030088
19,17,39,24.72485577,6.728599215,pomegranate,111.2787584,85.56083187
39,30,38,20.12644921,6.965156738,pomegranate,108.065579,87.59629625
5,29,44,21.02432943,5.578095745,pomegranate,104.7847006,93.0569505
4,24,43,22.40423537,7.199504273,pomegranate,109.8695196,88.1508343
38,21,35,20.33691147,5.841367187,pomegranate,110.9653137,89.38003827
37,11,36,24.24779615,6.710143266,pomegranate,106.9216033,85.56033312
9,25,41,24.81530144,5.972714857,pomegranate,109.2853418,91.90842992
29,22,43,19.66329768,5.561851831,pomegranate,106.0380805,87.95158129
5,21,38,22.43377991,6.107054808,pomegranate,112.459697,90.3396556
22,26,38,22.92052307,6.988035315,pomegranate,110.2437841,85.12912161
4,18,37,22.91843172,7.13147457,pomegranate,106.2817706,85.40695044
21,6,41,24.88244467,7.086947687,pomegranate,107.1951707,89.39686219
29,21,45,23.40981539,6.749260456,pomegranate,105.2240743,93.13277
23,5,44,21.20725375,7.16300467,pomegranate,107.5660804,94.26304717
13,7,43,18.20230419,7.013481515,pomegranate,109.6623974,91.12282162
5,13,37,22.34375696,5.648243649,pomegranate,103.3183074,89.7870345
27,24,41,24.32770134,6.610251186,pomegranate,110.4606459,90.88292835
7,23,35,19.75088482,7.054313823,pomegranate,102.5538035,88.71691157
12,20,39,19.86173586,6.026999326,pomegranate,111.0217929,86.19740917
4,19,43,18.07132963,5.779427402,pomegranate,106.3602023,93.14554876
3,9,45,23.89162561,6.535244251,pomegranate,104.617522,89.61850203
1,27,36,23.98598756,5.684995235,pomegranate,104.991282,93.34236582
23,30,44,20.93892916,6.12476108,pomegranate,103.0295938,85.42912869
24,21,42,20.82210727,6.999014379,pomegranate,109.4429934,87.22815682
13,30,37,20.86474944,6.277148771,pomegranate,106.8685636,91.61793636
40,11,44,24.45840036,6.322396027,pomegranate,111.3779693,86.10874614
21,9,40,24.51147697,5.956401828,pomegranate,105.6209954,90.64498715
3,27,44,24.56811204,6.591302797,pomegranate,110.9633894,92.03009222
40,29,42,24.63228709,7.104094929,pomegranate,110.6956184,89.01574455
14,25,40,20.07386547,6.407872061,pomegranate,103.7084055,90.97819712
38,14,37,21.80523051,6.658402594,pomegranate,102.6488846,94.63612858
34,9,36,22.8122645,6.276038961,pomegranate,110.4432293,86.34233767
32,14,37,22.73031253,6.825256236,pomegranate,104.6843243,88.48567856
18,21,35,23.2801227,6.368560522,pomegranate,111.1382096,94.94330457
8,23,38,19.30106297,7.005410734,pomegranate,105.4766591,87.1775172
15,6,41,19.0087067,6.897368477,pomegranate,108.6793978,88.83768149
0,5,36,24.35193812,6.152906502,pomegranate,105.529185,90.88612388
22,9,44,24.72235539,5.744361602,pomegranate,112.1926517,88.87651295
14,8,43,21.92513945,7.051654924,pomegranate,111.7162016,94.46485312
31,11,45,24.83954414,6.034612928,pomegranate,107.6435771,86.88738076
39,17,45,18.09691127,6.924490731,pomegranate,104.88189,90.42177379
10,5,42,20.24104904,6.887005997,pomegranate,109.2537734,91.08706822
8,28,38,23.22594,6.8444019,pomegranate,105.6917856,94.42971362
32,13,42,23.50128217,5.786058032,pomegranate,106.61905,92.97527546
18,9,40,19.44623085,5.627186257,pomegranate,106.1606833,89.02127045
20,27,41,20.51343484,5.700088663,pomegranate,110.5764023,92.51675903
39,25,36,18.90223032,5.567805185,pomegranate,107.6103211,94.99897537
20,7,45,18.90592319,6.077886012,pomegranate,112.4750941,89.24126808
11,10,45,22.63045168,6.397995609,pomegranate,109.0357597,88.45577158
40,18,43,19.38603815,5.767372539,pomegranate,109.9130984,86.79058496
3,26,39,24.38318965,7.079973241,pomegranate,103.6012114,91.19431555
9,16,36,23.77989026,5.893332378,pomegranate,106.977723,92.93386903
30,20,38,22.59890174,7.058222596,pomegranate,110.0932899,93.16343942
40,9,41,24.37766782,5.78270695,pomegranate,106.128338,85.4017118
40,30,35,20.89273273,6.269663963,pomegranate,104.4407083,91.07776977
32,25,35,18.09903225,5.892913826,pomegranate,107.0050976,85.70786282
33,23,45,20.00218987,7.116538883,pomegranate,112.337046,85.83618191
4,14,41,19.85139326,6.430163481,pomegranate,102.8186358,89.80732335
13,17,45,21.25433607,7.159520979,pomegranate,106.2784673,92.65058936
39,24,39,23.65374106,6.431265737,pomegranate,109.8076178,93.32657504
8,28,37,23.88404783,6.082571701,pomegranate,108.3121789,86.20613842
91,94,46,29.36792366,6.149934034,banana,92.82840911,76.24900101
105,95,50,27.33368994,5.849076099,banana,101.0494791,83.67675197
108,92,53,27.40053601,6.276800323,banana,104.9378,82.96221306
86,76,54,29.3159075,5.926824754,banana,90.10978128,80.11585705
80,77,49,26.05433004,5.519088423,banana,113.2297373,79.39654531
93,94,53,25.86632408,6.079178788,banana,114.5357503,84.42379269
90,92,55,27.00932084,6.13465588,banana,97.32531705,80.18546798
108,89,53,29.55054817,5.808497604,banana,99.34482238,78.06762846
108,88,55,26.28845991,5.891458107,banana,113.8729798,83.390039
105,77,52,29.16226551,5.816622479,banana,100.0075679,76.16151562
118,88,52,28.65003945,5.843163161,banana,98.75084366,82.68752542
101,87,54,29.07311132,6.376756633,banana,100.1692639,76.50045221
95,75,50,28.08166093,5.623615687,banana,118.2761894,75.26429821
106,85,53,27.1994597,5.91505509,banana,99.72430835,78.8086068
86,95,49,28.05484146,6.458714879,banana,108.3957179,78.04602887
83,79,55,25.14748006,5.565028635,banana,98.66679427,83.34688193
85,95,47,25.94019018,6.211833161,banana,119.84797,78.3422098
109,79,45,27.66752761,6.490074429,banana,108.66464,79.68542782
100,76,45,25.56703012,5.590236025,banana,102.7867717,75.94067692
117,86,48,28.6956201,6.225225239,banana,116.1616839,82.54195839
114,94,53,26.33544853,6.190757459,banana,118.6858263,76.8532006
110,78,50,25.93730186,5.915568968,banana,98.21747528,78.89864446
94,70,48,25.13686519,6.195152442,banana,91.46442491,84.88394407
80,71,47,27.50527651,6.156373499,banana,105.0776992,80.79783998
114,79,51,26.21009246,6.313197204,banana,112.0700033,82.34429458
88,78,45,29.10403455,6.324270089,banana,92.07835761,79.19588629
112,73,48,29.2440638,5.707488987,banana,90.66727868,77.32017166
117,76,47,25.56202173,6.119216009,banana,93.10247183,77.38229006
111,87,48,26.3985515,5.571401169,banana,98.16752001,81.36028902
89,83,47,28.09577643,5.63127166,banana,109.5408614,77.79586769
93,91,47,27.84767901,6.101241579,banana,117.2878912,83.31110751
92,81,52,27.39341554,6.438137279,banana,94.31102057,81.4654833
105,74,45,25.14517635,6.098369122,banana,119.218154,81.38204104
102,71,48,28.65456263,5.695267822,banana,102.4633775,79.28693687
94,91,51,29.16093424,5.618094446,banana,109.575944,76.67484233
116,71,47,27.57278064,6.435785799,banana,91.34276507,82.0638878
117,79,49,25.40909896,6.176644228,banana,112.9794804,82.36208097
119,72,55,25.99069521,6.220643671,banana,112.0777152,83.33983116
99,73,53,26.29039046,5.871702211,banana,118.6730366,81.06003778
91,84,52,29.14827211,6.390741836,banana,117.536781,78.71024836
80,90,47,26.59743595,6.21084479,banana,107.3944717,79.35898915
101,70,48,25.36059237,6.012696655,banana,116.5531455,75.03193255
108,89,53,29.12036889,5.908770059,banana,112.3982055,80.18080728
100,80,52,27.53911354,6.049801781,banana,110.3262123,77.25629897
109,91,53,29.66727337,6.010095853,banana,110.2511102,83.51014178
82,78,46,25.05802193,5.738678895,banana,110.4408803,84.97323747
106,70,55,25.86824781,5.74055541,banana,116.3019555,78.52399914
90,86,52,25.85036988,5.793260262,banana,119.0856171,81.95580471
83,95,50,26.51682337,5.50947065,banana,108.8547508,77.79913575
119,90,48,28.66725136,5.986442306,banana,118.2583441,79.59242542
107,72,45,28.14938935,5.790768046,banana,91.40508414,81.54448882
116,81,55,26.42313317,5.915546415,banana,95.12322062,83.6995044
101,75,50,26.59386409,6.242528278,banana,109.9825551,81.40740301
93,81,50,27.71822477,6.036079266,banana,102.2099836,76.57853189
95,75,45,28.98333432,5.829898502,banana,109.022564,82.95958244
107,71,55,29.42017919,6.088064451,banana,117.229079,83.96754496
83,94,47,27.39872329,6.469370954,banana,112.1355384,81.10523402
102,73,54,26.4020227,5.720726906,banana,111.0162259,84.41007614
86,79,45,27.81251452,5.80766417,banana,99.20961514,82.69285419
117,86,53,25.19640218,5.703381728,banana,115.8586081,83.55829874
111,79,53,28.31193338,6.165001278,banana,119.695765,75.77363772
95,74,50,25.90113128,6.002481605,banana,110.10323,80.47152737
91,75,55,27.48612983,6.212369363,banana,109.2768851,76.11239849
93,83,46,29.38254012,5.765308943,banana,109.2486647,83.50423735
92,85,51,29.22118628,5.740764682,banana,108.8616474,81.08183635
104,80,54,27.09062164,5.879119455,banana,110.1331182,81.33506906
103,72,51,26.12643374,6.099478745,banana,104.4812858,81.81365007
92,75,45,29.01207743,5.674403359,banana,90.43495443,77.95192527
93,85,49,27.96799119,5.694243847,banana,119.4765557,79.28625709
120,87,52,28.0764455,5.905494703,banana,118.9923573,76.05522115
108,72,46,25.16278237,6.110844721,banana,90.94554618,84.97849241
105,88,54,25.78749808,6.020445317,banana,114.2005455,84.51194224
98,79,50,25.34119774,6.435917308,banana,91.06493353,84.47321314
111,88,55,29.44795403,5.505393833,banana,96.45042585,78.34971537
97,74,45,26.47522633,5.677719902,banana,113.1161095,78.51833782
95,82,48,27.39489579,5.719014989,banana,92.78133617,83.31172003
89,91,55,25.08347445,6.275572298,banana,94.32961456,80.261731
89,85,55,26.6719835,6.275384607,banana,91.73358569,76.48541655
118,88,51,25.44926208,6.201911642,banana,100.6619171,79.49221962
101,92,45,28.22776705,5.758054257,banana,98.00403016,80.6430384
99,92,47,28.1279509,6.323933647,banana,103.5045395,77.48247073
82,77,46,28.9470467,5.901100841,banana,95.83016448,82.1888998
90,86,55,27.96236771,5.644486582,banana,97.55986676,84.15403614
95,88,52,28.00316034,6.235461772,banana,94.68180316,78.90085998
104,73,46,29.1400919,6.28236237,banana,90.45142867,80.1190228
102,73,52,27.9122104,6.356090905,banana,90.24211529,83.36307683
100,74,52,25.43480512,5.837258235,banana,96.47800391,81.53977797
94,89,48,28.55980972,5.653437902,banana,111.0843029,84.51602322
99,70,46,26.59580783,5.727469947,banana,100.5123341,82.99556744
112,87,48,27.19711623,6.200111068,banana,99.46950465,77.3970629
117,82,45,25.29391516,5.614471478,banana,105.4220251,79.29122198
96,86,51,29.90888522,6.257369799,banana,91.99964712,76.98740841
113,85,45,27.94972463,6.037430836,banana,109.0921631,76.63713353
105,93,46,25.01018457,5.760457558,banana,108.3690513,78.76260938
85,89,51,29.21144871,6.158164422,banana,108.5501443,84.70189923
108,94,47,27.35911627,6.387431383,banana,90.81250457,84.54625006
92,81,52,28.0106804,5.891413895,banana,103.7040783,76.52808057
110,71,54,28.67208915,5.725418961,banana,94.37987496,82.20793613
82,75,55,27.34585147,6.281069505,banana,92.15524332,78.4873835
117,81,53,29.50704598,5.507641778,banana,98.12565829,78.20585613
2,40,27,29.73770045,5.954626604,mango,90.09586854,47.54885174
39,24,31,33.55695561,4.757114897,mango,98.67527561,53.72979826
21,26,27,27.00315545,5.699586972,mango,95.85118326,47.67525434
25,22,25,33.56150184,5.977413803,mango,95.70525913,45.53556603
0,21,32,35.89855625,6.430139436,mango,92.19721736,54.25964196
20,19,35,34.17719782,6.113935087,mango,98.00687989,50.62161586
19,21,34,30.01592643,5.074272692,mango,97.72843182,53.19212381
18,17,31,31.74592134,5.667507706,mango,93.75441586,45.16127859
11,36,33,35.99009679,5.978634285,mango,95.3713484,52.22780489
30,28,30,31.86641378,5.064613314,mango,98.46768642,52.19331595
18,19,27,27.75518664,4.772385986,mango,94.11213345,52.34605806
23,23,27,34.72413192,5.161148592,mango,97.31258083,51.4271781
37,30,34,27.53907547,6.797779227,mango,99.35408185,53.63549533
11,27,30,27.69637763,6.39474303,mango,89.85646496,48.5622488
12,19,31,27.25373364,5.566704378,mango,91.87312479,52.66319725
3,28,33,30.33723921,5.755049971,mango,94.42850522,48.88704844
37,38,32,31.85744939,5.417340525,mango,91.55845821,45.53106268
26,37,30,35.39986338,6.166173834,mango,97.41054011,49.45962621
14,18,30,29.80747243,5.191265116,mango,95.74606104,52.13797867
40,16,35,34.16438906,4.954739564,mango,98.33351125,54.16482251
4,20,25,28.93270187,5.664587011,mango,99.9834242,47.94053996
36,25,33,27.98392787,5.548584852,mango,99.61465679,53.33018851
30,17,31,31.20478173,6.804437106,mango,94.62954663,54.49960506
28,37,28,32.13409675,6.097869767,mango,98.63333684,50.52559148
38,15,30,28.91862016,5.075504537,mango,97.01331604,48.13974548
12,37,30,31.09779147,4.546466109,mango,90.28624348,47.41196659
38,19,31,34.73823882,5.855119268,mango,90.65022183,49.08864345
8,33,29,29.98080499,6.442393461,mango,91.82271568,49.48613279
15,27,28,33.80398664,4.507523551,mango,90.82549241,46.12866113
34,16,25,30.07202564,6.10729559,mango,92.09609766,50.96040505
11,36,31,27.92063282,6.47544932,mango,100.2585673,51.77965917
33,29,34,31.40948821,6.832979509,mango,92.99739415,49.21729127
12,31,26,35.7877738,5.395275719,mango,100.2160615,51.94190321
12,34,28,33.36140093,6.13526938,mango,98.81596545,45.02236377
5,16,31,35.96054636,4.555688532,mango,98.00644238,48.69677802
1,30,29,28.33333307,6.434197756,mango,91.67241761,51.39586505
16,35,31,32.27652024,5.316875978,mango,95.99487068,50.19368841
35,18,26,31.99490489,5.279388967,mango,97.38741498,50.84881347
4,40,26,27.58258929,6.720041791,mango,95.8445641,48.56916221
9,29,34,29.38471637,5.72742254,mango,100.8124659,45.88744691
2,38,33,32.38697531,4.691396195,mango,90.21633216,53.2328243
26,32,32,30.91471455,6.810186079,mango,90.14047759,49.92963856
34,38,31,35.37775595,6.454045329,mango,97.41586402,45.58110023
5,32,33,32.32362177,5.842763773,mango,93.36718816,52.5896771
31,29,26,28.22373428,5.024124684,mango,97.76832322,47.40519056
34,34,35,27.27433181,6.422710539,mango,95.257992,47.16808054
36,19,32,27.10710832,4.94295037,mango,92.37238878,50.70880979
7,17,26,34.89226666,6.414526606,mango,91.63074547,48.75613373
38,15,27,33.7462686,6.777788126,mango,92.26439205,48.50387598
5,19,25,27.3511056,6.441328044,mango,96.27792547,54.43945147
37,36,26,32.89300162,4.650536197,mango,94.49161372,52.61323969
21,31,32,35.38598705,5.254532213,mango,90.29643888,51.42664176
37,36,27,27.5529736,5.910634533,mango,90.40332704,47.90859131
23,23,30,32.82141065,4.755273631,mango,90.89173106,47.45553843
36,26,26,30.17294105,6.814630246,mango,95.23444287,51.0845903
24,33,35,29.26382931,5.342866119,mango,100.7586226,54.82257868
26,18,30,32.06097197,6.336234624,mango,96.59816497,51.08494181
22,17,26,28.69818144,4.754435025,mango,99.642454,47.71875722
11,34,32,29.14305008,6.831706773,mango,97.55155537,49.40983294
29,35,28,28.3471611,6.967417766,mango,90.40260445,53.53903102
22,28,26,27.67256197,4.947683034,mango,92.84991507,45.41692012
23,24,32,28.1218093,5.630619901,mango,93.30247448,46.16888595
1,35,34,30.79375683,6.27339822,mango,92.21318555,46.69536813
2,24,34,28.89409382,6.472774648,mango,94.76322976,54.80750249
39,37,25,33.33024826,6.953246506,mango,98.28583013,45.61143594
15,36,27,27.78912455,5.643710216,mango,91.01152997,53.96886679
3,18,31,31.65333432,6.392313973,mango,91.09745581,48.20662669
8,38,32,29.75150773,4.981816523,mango,91.405983,46.73723302
33,31,34,31.32995611,5.421265283,mango,89.78216168,50.22287593
14,29,32,35.63627319,6.942520105,mango,97.51952041,48.97047762
18,20,26,31.66524687,5.435840509,mango,89.98024312,51.98594645
9,21,32,32.26935342,5.870116071,mango,95.94035356,53.56092806
20,30,27,27.81005614,4.74910393,mango,95.89898581,51.59445462
9,38,25,34.58561471,5.497946899,mango,100.3060719,50.34035336
26,24,34,31.27180992,6.811291098,mango,89.74409017,52.23810152
31,36,29,33.93679864,6.460542749,mango,97.4611918,52.72170281
14,18,35,31.09154239,4.791146778,mango,91.46664318,47.02058367
40,16,35,31.89356292,6.4841522,mango,89.59371481,49.02450149
28,27,34,32.45465292,6.526654345,mango,95.04871605,50.69693751
0,17,30,35.47478322,6.279133738,mango,97.79072474,47.97230503
1,29,29,27.32961444,6.052026047,mango,93.53197359,49.30347234
2,36,31,30.90225239,5.73171945,mango,91.77522598,49.95955487
12,27,26,29.09382275,5.32307197,mango,96.23520043,45.5661059
7,28,35,30.02086169,4.66910839,mango,96.63721027,46.78393776
0,36,26,34.13072188,5.101206389,mango,96.38808001,51.25786185
26,35,31,33.44619894,5.339556562,mango,98.05089394,53.05980465
27,21,30,35.3915464,5.061081874,mango,91.22881052,52.48823147
22,38,31,31.53356352,5.821106036,mango,98.57025046,53.06009323
22,18,31,30.7645515,5.956027059,mango,90.38503469,47.93791463
28,23,28,30.01821337,5.676032581,mango,96.08745082,50.0983181
7,31,27,31.32863689,6.524114355,mango,94.67344737,47.59319575
29,34,26,33.88004781,6.273953676,mango,89.29147581,54.39416048
8,37,33,28.07802689,6.128167757,mango,97.45373619,54.9640534
39,16,27,35.53845018,4.934964765,mango,91.54560427,52.94641947
40,24,25,28.70595247,5.445008416,mango,95.8946444,50.44030129
19,38,26,31.48451729,4.525722333,mango,93.17221967,48.77926304
21,21,30,27.69819273,5.403908328,mango,100.7720705,51.41593238
22,18,33,30.41235793,6.621623545,mango,93.92375879,52.48100602
31,20,30,32.17752026,6.207495815,mango,91.88766069,54.01352682
18,26,31,32.6112614,5.418475257,mango,91.10190759,47.74916499
24,130,195,29.99677232,6.112305667,grapes,67.12534492,81.54156612
13,144,204,30.7280404,6.092241627,grapes,68.38135469,82.42614055
22,123,205,32.44577836,5.896343436,grapes,68.73932528,83.88504863
